,topic/subtopic_name/doc,sent_id,token_id,token,reference
83,0/0_bukavu/381790,5,6,Goma,(PERJuAFteUbVKDFf2YF92dYoi
84,0/0_bukavu/381790,5,7,",",-
85,0/0_bukavu/381790,5,8,the,(PERJuAFteUbVKDFf2YF92dYoi
86,0/0_bukavu/381790,5,9,biggest,-
87,0/0_bukavu/381790,5,10,city,-
88,0/0_bukavu/381790,5,11,in,-
89,0/0_bukavu/381790,5,12,rebel,-
90,0/0_bukavu/381790,5,13,hands,PERJuAFteUbVKDFf2YF92dYoi)| PERJuAFteUbVKDFf2YF92dYoi)
91,0/0_bukavu/381790,5,14,",",-
92,0/0_bukavu/381790,5,15,was,-
93,0/0_bukavu/381790,5,16,next,-
94,0/0_bukavu/381790,5,17,on,-
95,0/0_bukavu/381790,5,18,the,-
96,0/0_bukavu/381790,5,19,hit,-
97,0/0_bukavu/381790,5,20,list,-
98,0/0_bukavu/381790,5,21,.,-
99,0/0_bukavu/381790,6,0,He,(OTHEBuN92TgxTwLqVa2Gm5Vji)
100,0/0_bukavu/381790,6,1,also,-
101,0/0_bukavu/381790,6,2,said,-
102,0/0_bukavu/381790,6,3,the,(ORGJ76YEjFqiDpoZciBiQVFpZ
103,0/0_bukavu/381790,6,4,army,ORGJ76YEjFqiDpoZciBiQVFpZ)
104,0/0_bukavu/381790,6,5,had,-
105,0/0_bukavu/381790,6,6,retaken,-
106,0/0_bukavu/381790,6,7,Walikale,(GPEWU55pBJTrCdchBjXSiYGmA)
107,0/0_bukavu/381790,6,8,",",-
108,0/0_bukavu/381790,6,9,but,-
109,0/0_bukavu/381790,6,10,it,-
110,0/0_bukavu/381790,6,11,was,-
111,0/0_bukavu/381790,6,12,not,-
112,0/0_bukavu/381790,6,13,clear,-
113,0/0_bukavu/381790,6,14,when,-
114,0/0_bukavu/381790,6,15,.,-
115,0/0_bukavu/381790,7,0,"""",-
116,0/0_bukavu/381790,7,1,Walikale,(GPEWU55pBJTrCdchBjXSiYGmA)
117,0/0_bukavu/381790,7,2,has,-
118,0/0_bukavu/381790,7,3,already,-
119,0/0_bukavu/381790,7,4,been,-
120,0/0_bukavu/381790,7,5,retaken,-
121,0/0_bukavu/381790,7,6,by,-
122,0/0_bukavu/381790,7,7,the,(ORGJ76YEjFqiDpoZciBiQVFpZ
123,0/0_bukavu/381790,7,8,army,ORGJ76YEjFqiDpoZciBiQVFpZ)
124,0/0_bukavu/381790,7,9,.,-
125,0/0_bukavu/381790,8,0,But,-
126,0/0_bukavu/381790,8,1,we,(ORGJ76YEjFqiDpoZciBiQVFpZ)
127,0/0_bukavu/381790,8,2,are,-
128,0/0_bukavu/381790,8,3,only,-
129,0/0_bukavu/381790,8,4,mopping,-
130,0/0_bukavu/381790,8,5,up,-
131,0/0_bukavu/381790,8,6,some,-
132,0/0_bukavu/381790,8,7,pockets,-
133,0/0_bukavu/381790,8,8,of,-
134,0/0_bukavu/381790,8,9,resistance,-
135,0/0_bukavu/381790,8,10,there,-
136,0/0_bukavu/381790,8,11,",",-
137,0/0_bukavu/381790,8,12,"""",-
138,0/0_bukavu/381790,8,13,said,-
139,0/0_bukavu/381790,8,14,the,(OTHEBuN92TgxTwLqVa2Gm5Vji
140,0/0_bukavu/381790,8,15,official,-
141,0/0_bukavu/381790,8,16,",",-
142,0/0_bukavu/381790,8,17,who,-
143,0/0_bukavu/381790,8,18,asked,-
144,0/0_bukavu/381790,8,19,not,-
145,0/0_bukavu/381790,8,20,to,-
146,0/0_bukavu/381790,8,21,be,-
147,0/0_bukavu/381790,8,22,named,OTHEBuN92TgxTwLqVa2Gm5Vji)
148,0/0_bukavu/381790,8,23,.,-
149,0/0_bukavu/381790,9,0,He,(OTHEBuN92TgxTwLqVa2Gm5Vji)
150,0/0_bukavu/381790,9,1,told,-
151,0/0_bukavu/381790,9,2,Reuters,-
152,0/0_bukavu/381790,9,3,the,(OTHmX8wdcpeFJgt6JFMzH9iGE
153,0/0_bukavu/381790,9,4,planes,OTHmX8wdcpeFJgt6JFMzH9iGE)
154,0/0_bukavu/381790,9,5,were,-
155,0/0_bukavu/381790,9,6,flying,-
156,0/0_bukavu/381790,9,7,from,-
157,0/0_bukavu/381790,9,8,Kisangani,(NOR4gfVgRD7LunFkcJRMKnoVD
158,0/0_bukavu/381790,9,9,",",-
159,0/0_bukavu/381790,9,10,the,(NOR4gfVgRD7LunFkcJRMKnoVD
160,0/0_bukavu/381790,9,11,headquarters,-
161,0/0_bukavu/381790,9,12,for,-
162,0/0_bukavu/381790,9,13,Zaire,(GPEezTx9t8dVqcRow8pca5tys)
163,0/0_bukavu/381790,9,14,'s,-
164,0/0_bukavu/381790,9,15,counter-offensive,-
165,0/0_bukavu/381790,9,16,launched,-
166,0/0_bukavu/381790,9,17,last,-
167,0/0_bukavu/381790,9,18,month,-
168,0/0_bukavu/381790,9,19,to,-
169,0/0_bukavu/381790,9,20,retake,-
170,0/0_bukavu/381790,9,21,a,-
171,0/0_bukavu/381790,9,22,vast,-
172,0/0_bukavu/381790,9,23,stretch,-
173,0/0_bukavu/381790,9,24,of,-
174,0/0_bukavu/381790,9,25,territory,-
175,0/0_bukavu/381790,9,26,seized,-
176,0/0_bukavu/381790,9,27,by,-
177,0/0_bukavu/381790,9,28,Tutsi-led,-
178,0/0_bukavu/381790,9,29,rebels,-
179,0/0_bukavu/381790,9,30,who,-
180,0/0_bukavu/381790,9,31,took,-
181,0/0_bukavu/381790,9,32,up,-
182,0/0_bukavu/381790,9,33,arms,-
183,0/0_bukavu/381790,9,34,in,-
184,0/0_bukavu/381790,9,35,October,NOR4gfVgRD7LunFkcJRMKnoVD)| NOR4gfVgRD7LunFkcJRMKnoVD)
185,0/0_bukavu/381790,9,36,.,-
186,0/0_bukavu/381790,10,0,"""",-
187,0/0_bukavu/381790,10,1,It,(OTHi4hhmhS6i8f3U5y2CqYqj5)
188,0/0_bukavu/381790,10,2,is,-
189,0/0_bukavu/381790,10,3,a,-
190,0/0_bukavu/381790,10,4,surgical,-
191,0/0_bukavu/381790,10,5,operation,-
192,0/0_bukavu/381790,10,6,aimed,-
193,0/0_bukavu/381790,10,7,at,-
194,0/0_bukavu/381790,10,8,the,(OTHTm3kef7aiHJHAFRpG4aWap
195,0/0_bukavu/381790,10,9,enemy,-
196,0/0_bukavu/381790,10,10,'s,-
197,0/0_bukavu/381790,10,11,strategic,-
198,0/0_bukavu/381790,10,12,and,-
199,0/0_bukavu/381790,10,13,military,-
200,0/0_bukavu/381790,10,14,targets,OTHTm3kef7aiHJHAFRpG4aWap)
201,0/0_bukavu/381790,10,15,",",-
202,0/0_bukavu/381790,10,16,"""",-
203,0/0_bukavu/381790,10,17,the,(OTHXvtdqwZSo78seXzKNFnuAH
204,0/0_bukavu/381790,10,18,defence,-
205,0/0_bukavu/381790,10,19,ministry,-
206,0/0_bukavu/381790,10,20,statement,OTHXvtdqwZSo78seXzKNFnuAH)
207,0/0_bukavu/381790,10,21,said,-
208,0/0_bukavu/381790,10,22,of,-
209,0/0_bukavu/381790,10,23,the,(OTHi4hhmhS6i8f3U5y2CqYqj5
210,0/0_bukavu/381790,10,24,bombings,OTHi4hhmhS6i8f3U5y2CqYqj5)
211,0/0_bukavu/381790,10,25,.,-
212,0/0_bukavu/381790,11,0,It,(OTHXvtdqwZSo78seXzKNFnuAH)
213,0/0_bukavu/381790,11,1,made,-
214,0/0_bukavu/381790,11,2,no,-
215,0/0_bukavu/381790,11,3,mention,-
216,0/0_bukavu/381790,11,4,of,-
217,0/0_bukavu/381790,11,5,casualties,-
218,0/0_bukavu/381790,11,6,or,-
219,0/0_bukavu/381790,11,7,damage,-
220,0/0_bukavu/381790,11,8,.,-
221,0/0_bukavu/381790,12,0,Civilians,-
222,0/0_bukavu/381790,12,1,in,-
223,0/0_bukavu/381790,12,2,the,(GPEJN9nN4KYrj8YYs2TsgTAHJ
224,0/0_bukavu/381790,12,3,towns,GPEJN9nN4KYrj8YYs2TsgTAHJ)
225,0/0_bukavu/381790,12,4,had,-
226,0/0_bukavu/381790,12,5,been,-
227,0/0_bukavu/381790,12,6,advised,-
228,0/0_bukavu/381790,12,7,to,-
229,0/0_bukavu/381790,12,8,move,-
230,0/0_bukavu/381790,12,9,away,-
231,0/0_bukavu/381790,12,10,from,-
232,0/0_bukavu/381790,12,11,the,(OTHTm3kef7aiHJHAFRpG4aWap
233,0/0_bukavu/381790,12,12,targets,OTHTm3kef7aiHJHAFRpG4aWap)
234,0/0_bukavu/381790,12,13,to,-
235,0/0_bukavu/381790,12,14,avoid,-
236,0/0_bukavu/381790,12,15,being,-
237,0/0_bukavu/381790,12,16,hit,-
238,0/0_bukavu/381790,12,17,",",-
239,0/0_bukavu/381790,12,18,it,(OTHXvtdqwZSo78seXzKNFnuAH)
240,0/0_bukavu/381790,12,19,added,-
241,0/0_bukavu/381790,12,20,.,-
242,0/0_bukavu/381790,13,0,The,(ORGE6wqP9gnq7b2mUxHdRrpRg
243,0/0_bukavu/381790,13,1,medical,-
244,0/0_bukavu/381790,13,2,charity,-
245,0/0_bukavu/381790,13,3,Medecins,-
246,0/0_bukavu/381790,13,4,sans,-
247,0/0_bukavu/381790,13,5,Frontieres,-
248,0/0_bukavu/381790,13,6,(,-
249,0/0_bukavu/381790,13,7,MSF-Holland,(ORGE6wqP9gnq7b2mUxHdRrpRg)| ORGE6wqP9gnq7b2mUxHdRrpRg)
250,0/0_bukavu/381790,13,8,),-
251,0/0_bukavu/381790,13,9,said,-
252,0/0_bukavu/381790,13,10,from,-
253,0/0_bukavu/381790,13,11,the,(PERJuAFteUbVKDFf2YF92dYoi
254,0/0_bukavu/381790,13,12,nearby,-
255,0/0_bukavu/381790,13,13,city,-
256,0/0_bukavu/381790,13,14,of,-
257,0/0_bukavu/381790,13,15,Goma,PERJuAFteUbVKDFf2YF92dYoi)
258,0/0_bukavu/381790,13,16,that,-
259,0/0_bukavu/381790,13,17,at,-
260,0/0_bukavu/381790,13,18,least,-
261,0/0_bukavu/381790,13,19,nine,-
262,0/0_bukavu/381790,13,20,people,-
263,0/0_bukavu/381790,13,21,were,-
264,0/0_bukavu/381790,13,22,killed,-
265,0/0_bukavu/381790,13,23,and,-
266,0/0_bukavu/381790,13,24,up,-
267,0/0_bukavu/381790,13,25,to,-
268,0/0_bukavu/381790,13,26,37,-
269,0/0_bukavu/381790,13,27,wounded,-
270,0/0_bukavu/381790,13,28,in,-
271,0/0_bukavu/381790,13,29,a,-
272,0/0_bukavu/381790,13,30,raid,-
273,0/0_bukavu/381790,13,31,on,-
274,0/0_bukavu/381790,13,32,Bukavu,(GPEJN9nN4KYrj8YYs2TsgTAHJ)
275,0/0_bukavu/381790,13,33,by,-
276,0/0_bukavu/381790,13,34,three,-
277,0/0_bukavu/381790,13,35,Zairean,-
278,0/0_bukavu/381790,13,36,government,-
279,0/0_bukavu/381790,13,37,jets,-
280,0/0_bukavu/381790,13,38,on,-
281,0/0_bukavu/381790,13,39,Monday,(DATmQqodp9ghg8tSyBUUbW2zw)
282,0/0_bukavu/381790,13,40,.,-
283,0/0_bukavu/381791,0,0,ZAIRE,-
284,0/0_bukavu/381791,0,1,:,-
285,0/0_bukavu/381791,0,2,Zaire,-
286,0/0_bukavu/381791,0,3,planes,-
287,0/0_bukavu/381791,0,4,bombs,-
288,0/0_bukavu/381791,0,5,rebels,-
289,0/0_bukavu/381791,0,6,as,-
290,0/0_bukavu/381791,0,7,U.N.,-
291,0/0_bukavu/381791,0,8,seeks,-
292,0/0_bukavu/381791,0,9,war,-
293,0/0_bukavu/381791,0,10,'s,-
294,0/0_bukavu/381791,0,11,end,-
295,0/0_bukavu/381791,0,12,.,-
296,0/0_bukavu/381791,1,0,Zaire,(OTHQtszA9aXqjVgVZhK2KhxVS
297,0/0_bukavu/381791,1,1,planes,OTHQtszA9aXqjVgVZhK2KhxVS)
298,0/0_bukavu/381791,1,2,bombs,-
299,0/0_bukavu/381791,1,3,rebels,(GPELfBrkgH5QLZnRoW7fkRitM)
300,0/0_bukavu/381791,1,4,as,-
301,0/0_bukavu/381791,1,5,U.N.,-
302,0/0_bukavu/381791,1,6,seeks,-
303,0/0_bukavu/381791,1,7,war,(DATmo4ya6rQsukYzx8Xcn8rPy)
304,0/0_bukavu/381791,1,8,'s,-
305,0/0_bukavu/381791,1,9,end,-
306,0/0_bukavu/381791,1,10,.,-
307,0/0_bukavu/381791,2,0,Arthur,-
308,0/0_bukavu/381791,2,1,Malu-Malu,-
309,0/0_bukavu/381791,3,0,KINSHASA,-
310,0/0_bukavu/381791,3,1,1997-02-17,-
311,0/0_bukavu/381791,4,0,Zaire,(GPEezTx9t8dVqcRow8pca5tys)| (GPEezTx9t8dVqcRow8pca5tys
312,0/0_bukavu/381791,4,1,'s,-
313,0/0_bukavu/381791,4,2,government,GPEezTx9t8dVqcRow8pca5tys)
314,0/0_bukavu/381791,4,3,on,-
315,0/0_bukavu/381791,4,4,Monday,(DATmQqodp9ghg8tSyBUUbW2zw)
316,0/0_bukavu/381791,4,5,rejected,-
317,0/0_bukavu/381791,4,6,a,-
318,0/0_bukavu/381791,4,7,ceasefire,-
319,0/0_bukavu/381791,4,8,with,-
320,0/0_bukavu/381791,4,9,rebels,(GPELfBrkgH5QLZnRoW7fkRitM
321,0/0_bukavu/381791,4,10,who,-
322,0/0_bukavu/381791,4,11,have,-
323,0/0_bukavu/381791,4,12,captured,-
324,0/0_bukavu/381791,4,13,much,-
325,0/0_bukavu/381791,4,14,of,-
326,0/0_bukavu/381791,4,15,the,(GPEezTx9t8dVqcRow8pca5tys| (GPEezTx9t8dVqcRow8pca5tys
327,0/0_bukavu/381791,4,16,country,GPEezTx9t8dVqcRow8pca5tys)
328,0/0_bukavu/381791,4,17,'s,-
329,0/0_bukavu/381791,4,18,east,GPEezTx9t8dVqcRow8pca5tys)| GPELfBrkgH5QLZnRoW7fkRitM)
330,0/0_bukavu/381791,4,19,and,-
331,0/0_bukavu/381791,4,20,instead,-
332,0/0_bukavu/381791,4,21,launched,-
333,0/0_bukavu/381791,4,22,the,-
334,0/0_bukavu/381791,4,23,first,-
335,0/0_bukavu/381791,4,24,reported,-
336,0/0_bukavu/381791,4,25,air,-
337,0/0_bukavu/381791,4,26,raids,-
338,0/0_bukavu/381791,4,27,against,-
339,0/0_bukavu/381791,4,28,rebel-held,(GPEJN9nN4KYrj8YYs2TsgTAHJ
340,0/0_bukavu/381791,4,29,towns,GPEJN9nN4KYrj8YYs2TsgTAHJ)
341,0/0_bukavu/381791,4,30,",",-
342,0/0_bukavu/381791,4,31,killing,-
343,0/0_bukavu/381791,4,32,at,-
344,0/0_bukavu/381791,4,33,least,-
345,0/0_bukavu/381791,4,34,nine,-
346,0/0_bukavu/381791,4,35,people,-
347,0/0_bukavu/381791,4,36,and,-
348,0/0_bukavu/381791,4,37,wounding,-
349,0/0_bukavu/381791,4,38,up,-
350,0/0_bukavu/381791,4,39,to,-
351,0/0_bukavu/381791,4,40,37,-
352,0/0_bukavu/381791,4,41,in,-
353,0/0_bukavu/381791,4,42,one,(GPEJN9nN4KYrj8YYs2TsgTAHJ
354,0/0_bukavu/381791,4,43,town,GPEJN9nN4KYrj8YYs2TsgTAHJ)
355,0/0_bukavu/381791,4,44,.,-
356,0/0_bukavu/381791,5,0,"""",-
357,0/0_bukavu/381791,5,1,The,(GPEezTx9t8dVqcRow8pca5tys
358,0/0_bukavu/381791,5,2,government,GPEezTx9t8dVqcRow8pca5tys)
359,0/0_bukavu/381791,5,3,stresses,-
360,0/0_bukavu/381791,5,4,that,-
361,0/0_bukavu/381791,5,5,it,(GPEezTx9t8dVqcRow8pca5tys)
362,0/0_bukavu/381791,5,6,can,-
363,0/0_bukavu/381791,5,7,not,-
364,0/0_bukavu/381791,5,8,accept,-
365,0/0_bukavu/381791,5,9,a,-
366,0/0_bukavu/381791,5,10,ceasefire,-
367,0/0_bukavu/381791,5,11,with,-
368,0/0_bukavu/381791,5,12,unidentified,-
369,0/0_bukavu/381791,5,13,belligerents,-
370,0/0_bukavu/381791,5,14,",",-
371,0/0_bukavu/381791,5,15,"""",-
372,0/0_bukavu/381791,5,16,Foreign,(ORGa8k9cskGbibq2ibarzW3Y6
373,0/0_bukavu/381791,5,17,Minister,-
374,0/0_bukavu/381791,5,18,Kamanda,-
375,0/0_bukavu/381791,5,19,wa,-
376,0/0_bukavu/381791,5,20,Kamanda,ORGa8k9cskGbibq2ibarzW3Y6)
377,0/0_bukavu/381791,5,21,said,-
378,0/0_bukavu/381791,5,22,in,-
379,0/0_bukavu/381791,5,23,a,-
380,0/0_bukavu/381791,5,24,statement,-
381,0/0_bukavu/381791,5,25,issued,-
382,0/0_bukavu/381791,5,26,just,-
383,0/0_bukavu/381791,5,27,before,-
384,0/0_bukavu/381791,5,28,he,(ORGa8k9cskGbibq2ibarzW3Y6)
385,0/0_bukavu/381791,5,29,met,-
386,0/0_bukavu/381791,5,30,U.N.,(PERjVvyYaSU3dor34vB2KW8vL
387,0/0_bukavu/381791,5,31,special,-
388,0/0_bukavu/381791,5,32,envoy,-
389,0/0_bukavu/381791,5,33,Mohammed,-
390,0/0_bukavu/381791,5,34,Sahnoun,-
391,0/0_bukavu/381791,5,35,",",-
392,0/0_bukavu/381791,5,36,who,-
393,0/0_bukavu/381791,5,37,is,-
394,0/0_bukavu/381791,5,38,trying,-
395,0/0_bukavu/381791,5,39,to,-
396,0/0_bukavu/381791,5,40,end,-
397,0/0_bukavu/381791,5,41,the,(DATmo4ya6rQsukYzx8Xcn8rPy
398,0/0_bukavu/381791,5,42,war,DATmo4ya6rQsukYzx8Xcn8rPy)| PERjVvyYaSU3dor34vB2KW8vL)
399,0/0_bukavu/381791,5,43,.,-
400,0/0_bukavu/381791,6,0,At,-
401,0/0_bukavu/381791,6,1,the,-
402,0/0_bukavu/381791,6,2,same,-
403,0/0_bukavu/381791,6,3,time,-
404,0/0_bukavu/381791,6,4,",",-
405,0/0_bukavu/381791,6,5,Zaire,(GPEezTx9t8dVqcRow8pca5tys)
406,0/0_bukavu/381791,6,6,stepped,-
407,0/0_bukavu/381791,6,7,up,-
408,0/0_bukavu/381791,6,8,its,(GPEezTx9t8dVqcRow8pca5tys)
409,0/0_bukavu/381791,6,9,counter-offensive,-
410,0/0_bukavu/381791,6,10,against,-
411,0/0_bukavu/381791,6,11,Tutsi-led,(GPELfBrkgH5QLZnRoW7fkRitM
412,0/0_bukavu/381791,6,12,rebels,-
413,0/0_bukavu/381791,6,13,who,-
414,0/0_bukavu/381791,6,14,have,-
415,0/0_bukavu/381791,6,15,made,-
416,0/0_bukavu/381791,6,16,large,-
417,0/0_bukavu/381791,6,17,territorial,-
418,0/0_bukavu/381791,6,18,conquests,-
419,0/0_bukavu/381791,6,19,since,-
420,0/0_bukavu/381791,6,20,taking,-
421,0/0_bukavu/381791,6,21,up,-
422,0/0_bukavu/381791,6,22,arms,-
423,0/0_bukavu/381791,6,23,last,(DAT9dSXsq5kzwWXVK6xUYyZDE
424,0/0_bukavu/381791,6,24,October,GPELfBrkgH5QLZnRoW7fkRitM)| DAT9dSXsq5kzwWXVK6xUYyZDE)
425,0/0_bukavu/381791,6,25,.,-
426,0/0_bukavu/381791,7,0,The,(OTHQerh2Q4FhJc7AQWVframJt
427,0/0_bukavu/381791,7,1,bombing,-
428,0/0_bukavu/381791,7,2,of,-
429,0/0_bukavu/381791,7,3,Bukavu,(GPEJN9nN4KYrj8YYs2TsgTAHJ
430,0/0_bukavu/381791,7,4,",",-
431,0/0_bukavu/381791,7,5,where,-
432,0/0_bukavu/381791,7,6,the,-
433,0/0_bukavu/381791,7,7,dead,-
434,0/0_bukavu/381791,7,8,were,-
435,0/0_bukavu/381791,7,9,reported,GPEJN9nN4KYrj8YYs2TsgTAHJ)| OTHQerh2Q4FhJc7AQWVframJt)
436,0/0_bukavu/381791,7,10,",",-
437,0/0_bukavu/381791,7,11,was,-
438,0/0_bukavu/381791,7,12,the,(OTHQerh2Q4FhJc7AQWVframJt
439,0/0_bukavu/381791,7,13,first,-
440,0/0_bukavu/381791,7,14,government,-
441,0/0_bukavu/381791,7,15,aerial,-
442,0/0_bukavu/381791,7,16,attack,-
443,0/0_bukavu/381791,7,17,confirmed,-
444,0/0_bukavu/381791,7,18,by,-
445,0/0_bukavu/381791,7,19,independent,-
446,0/0_bukavu/381791,7,20,sources,-
447,0/0_bukavu/381791,7,21,since,-
448,0/0_bukavu/381791,7,22,rebels,(GPELfBrkgH5QLZnRoW7fkRitM)
449,0/0_bukavu/381791,7,23,launched,-
450,0/0_bukavu/381791,7,24,a,-
451,0/0_bukavu/381791,7,25,military,-
452,0/0_bukavu/381791,7,26,campaign,-
453,0/0_bukavu/381791,7,27,last,(DAT9dSXsq5kzwWXVK6xUYyZDE
454,0/0_bukavu/381791,7,28,October,DAT9dSXsq5kzwWXVK6xUYyZDE)
455,0/0_bukavu/381791,7,29,and,-
456,0/0_bukavu/381791,7,30,seized,-
457,0/0_bukavu/381791,7,31,a,-
458,0/0_bukavu/381791,7,32,large,-
459,0/0_bukavu/381791,7,33,swath,-
460,0/0_bukavu/381791,7,34,of,-
461,0/0_bukavu/381791,7,35,territory,-
462,0/0_bukavu/381791,7,36,in,-
463,0/0_bukavu/381791,7,37,the,(GPEezTx9t8dVqcRow8pca5tys
464,0/0_bukavu/381791,7,38,vast,-
465,0/0_bukavu/381791,7,39,central,-
466,0/0_bukavu/381791,7,40,African,-
467,0/0_bukavu/381791,7,41,nation,GPEezTx9t8dVqcRow8pca5tys)| OTHQerh2Q4FhJc7AQWVframJt)
468,0/0_bukavu/381791,7,42,.,-
469,0/0_bukavu/381791,8,0,Zaire,(GPEezTx9t8dVqcRow8pca5tys)
470,0/0_bukavu/381791,8,1,said,-
471,0/0_bukavu/381791,8,2,on,-
472,0/0_bukavu/381791,8,3,Monday,(DATmQqodp9ghg8tSyBUUbW2zw)
473,0/0_bukavu/381791,8,4,its,(GPEezTx9t8dVqcRow8pca5tys)
474,0/0_bukavu/381791,8,5,warplanes,-
475,0/0_bukavu/381791,8,6,were,-
476,0/0_bukavu/381791,8,7,bombing,-
477,0/0_bukavu/381791,8,8,three,(GPEJN9nN4KYrj8YYs2TsgTAHJ
478,0/0_bukavu/381791,8,9,key,-
479,0/0_bukavu/381791,8,10,rebel-held,-
480,0/0_bukavu/381791,8,11,towns,-
481,0/0_bukavu/381791,8,12,in,-
482,0/0_bukavu/381791,8,13,its,(GPEezTx9t8dVqcRow8pca5tys| (GPEezTx9t8dVqcRow8pca5tys)
483,0/0_bukavu/381791,8,14,eastern,-
484,0/0_bukavu/381791,8,15,border,-
